Tamaño,Base_de_datos,Tiempo_simple_ms,Tiempo_agregado_ms,Throughput_req_s,CPU_%,Memoria_MiB,IO_MB_s,Almacenamiento_MB
Grande,ColumnStore,13900.0,19102.0,0.11981357008494783,22.335106382978722,3417.385106382979,2931.4733333333334,5734.4
Grande,Influx,144780.06666666668,3006.7,0.7094322525276743,18.011333341669264,2448.05993725991,2.538462932805916,2150.4
Grande,Timescale,12330.766666666666,20101.166666666668,0.21754131705051996,21.179100803269385,2607.9775461409617,1936.1131217281625,17408.0
Mediano,ColumnStore,14116.2,5299.433333333333,0.287582893547137,15.02670089207745,2771.2286642121953,293.742248870368,1331.2
Mediano,Influx,29032.333333333332,3075.766666666667,0.74203447534392,23.922690361651,2194.8202365602183,3.8082018016453136,433.0
Mediano,Timescale,2879.6666666666665,4425.666666666667,0.4805484750127757,21.11146276410152,2182.0790520220853,7.2146448074150324,4403.2
Pequeño,ColumnStore,4717.033333333334,2035.6333333333334,0.40848504042535033,16.899780365852102,2665.8975005783964,90.05425711752851,510.0
Pequeño,Influx,9259.733333333334,627.3,0.7087331286067481,30.582758227299674,1404.0784084133743,3.2792089377332,137.0
Pequeño,Timescale,1297.0666666666666,1683.0333333333333,1.2334785338976653,19.26178096440596,1413.228497053872,7.4333614878041345,1843.2
